speaker,l1,target,vowel,word,vduration,syllables,srduration,speechrate,consonant,place,voicing,vowelht,vowelbk,context,
fbe1,eng,snh,e,quedo,0.079879096,6,0.790379123,7.591293628,d,alveolar,voiced,media,anterior,open,
mbe1,eng,snh,e,quedo,0.113444,6,1.353789626,4.432003233,d,alveolar,voiced,media,anterior,open,
mbe2,eng,snh,e,quedo,0.12959646,6,1.461696818,4.104818405,d,alveolar,voiced,media,anterior,open,
fbs2,snh,eng,e,aiding,0.148566198,4,0.980589537,4.079178747,d,alveolar,voiced,media,anterior,open,
fbs4,snh,eng,e,aiding,0.170497048,4,1.240583052,3.22429038,d,alveolar,voiced,media,anterior,open,
mbs1,snh,eng,e,aiding,0.206190611,4,1.14985885,3.47868784,d,alveolar,voiced,media,anterior,open,
mbs4,snh,eng,e,aiding,0.210049061,4,1.603619218,2.494357735,d,alveolar,voiced,media,anterior,open,
mbs5,snh,eng,e,aiding,0.110427568,4,1.26548421,3.160845444,d,alveolar,voiced,media,anterior,open,
fbs1,snh,eng,e,aiding,0.18522034,4,1.01379881,3.945556022,d,alveolar,voiced,media,anterior,open,
mbs3,snh,eng,e,aiding,0.260019667,4,1.889065544,2.117449028,d,alveolar,voiced,media,anterior,open,
fbs1,snh,eng,e,hotel,0.117399618,4,1.369998516,2.919711192,d,alveolar,voiced,media,anterior,open,
fbs2,snh,eng,e,ladle,0.211309293,4,1.897511355,2.108024276,d,alveolar,voiced,media,anterior,open,
fbs4,snh,eng,e,ladle,0.206873024,4,1.868429797,2.140835052,d,alveolar,voiced,media,anterior,open,
fbs1,snh,eng,e,ladle,0.125242794,4,1.019279014,3.924342545,d,alveolar,voiced,media,anterior,open,
mbs3,snh,eng,e,ladle,0.170351128,4,1.601230973,2.498078083,d,alveolar,voiced,media,anterior,open,
fbs1,snh,snh,e,quedo,0.146023248,6,1.975327172,3.037471506,d,alveolar,voiced,media,anterior,open,
fbs2,snh,snh,e,quedo,0.120346449,6,0.97504908,6.153536394,d,alveolar,voiced,media,anterior,open,
fbs4,snh,snh,e,quedo,0.101001788,6,1.076717238,5.572493678,d,alveolar,voiced,media,anterior,open,
mbs1,snh,snh,e,quedo,0.117909386,6,1.35252958,4.436132184,d,alveolar,voiced,media,anterior,open,
mbs3,snh,snh,e,quedo,0.122289216,6,1.360882697,4.408903144,d,alveolar,voiced,media,anterior,open,
mbs4,snh,snh,e,quedo,0.103904137,6,1.310343558,4.578951804,d,alveolar,voiced,media,anterior,open,
mbs5,snh,snh,e,quedo,0.116741557,6,1.068724686,5.614168065,d,alveolar,voiced,media,anterior,open,
fbe3,eng,eng,e,skating,0.13434523,4,1.298945943,3.079419912,t,alveolar,voiceless,media,anterior,open,
fbe4,eng,eng,e,skating,0.148286243,4,1.001371296,3.994522328,t,alveolar,voiceless,media,anterior,open,
fbe5,eng,eng,e,skating,0.168374653,4,1.068264277,3.744391801,t,alveolar,voiceless,media,anterior,open,
mbe1,eng,eng,e,skating,0.138326505,4,0.932141191,4.291195408,t,alveolar,voiceless,media,anterior,open,
mbe2,eng,eng,e,skating,0.131481203,4,0.975203781,4.101706822,t,alveolar,voiceless,media,anterior,open,
mbe4,eng,eng,e,skating,0.184481437,4,1.577711695,2.535317456,t,alveolar,voiceless,media,anterior,open,
fbe1,eng,eng,e,skating,0.119229639,4,0.988942631,4.044724008,t,alveolar,voiceless,media,anterior,open,
fbe2,eng,eng,e,skating,0.163382388,4,1.018662882,3.926716159,t,alveolar,voiceless,media,anterior,open,
fbe2,eng,snh,e,meto,0.116808648,6,1.289597371,4.652614943,t,alveolar,voiceless,media,anterior,open,
fbe3,eng,snh,e,meto,0.115470355,6,1.264342648,4.745549011,t,alveolar,voiceless,media,anterior,open,
fbe4,eng,snh,e,meto,0.098072443,6,1.050648557,5.71075833,t,alveolar,voiceless,media,anterior,open,
fbe5,eng,snh,e,meto,0.066480281,6,0.893652752,6.714017258,t,alveolar,voiceless,media,anterior,open,
mbe4,eng,snh,e,meto,0.124425839,6,2.198728534,2.728849836,t,alveolar,voiceless,media,anterior,open,
fbe1,eng,snh,e,meto,0.079521057,6,0.83159374,7.215061523,t,alveolar,voiceless,media,anterior,open,
mbe1,eng,snh,e,meto,0.057664874,6,0.878523055,6.829644327,t,alveolar,voiceless,media,anterior,open,
mbe2,eng,snh,e,meto,0.076889766,6,0.942484049,6.36615549,t,alveolar,voiceless,media,anterior,open,
fbs2,snh,eng,e,skating,0.156854849,4,0.991105243,4.035898336,t,alveolar,voiceless,media,anterior,open,
fbs4,snh,eng,e,skating,0.1662069,4,1.220438586,3.277510271,t,alveolar,voiceless,media,anterior,open,
mbs1,snh,eng,e,skating,0.175846214,4,1.300225053,3.076390498,t,alveolar,voiceless,media,anterior,open,
mbs2,snh,eng,e,skating,0.161918964,5,2.115389899,2.36363046,t,alveolar,voiceless,media,anterior,open,
mbs4,snh,eng,e,skating,0.178330551,4,1.466446087,2.727682958,t,alveolar,voiceless,media,anterior,open,
mbs5,snh,eng,e,skating,0.144737279,4,1.552542929,2.576418292,t,alveolar,voiceless,media,anterior,open,
fbs1,snh,eng,e,skating,0.161978607,4,1.090518791,3.667978978,t,alveolar,voiceless,media,anterior,open,
mbs3,snh,eng,e,skating,0.221312451,4,1.748776426,2.287313542,t,alveolar,voiceless,media,anterior,open,
fbs1,snh,snh,e,meto,0.103123074,6,0.978301909,6.133076042,t,alveolar,voiceless,media,anterior,open,
fbs2,snh,snh,e,meto,0.1008782,6,1.129512301,5.312027143,t,alveolar,voiceless,media,anterior,open,
fbs4,snh,snh,e,meto,0.099581271,6,1.311715106,4.574163987,t,alveolar,voiceless,media,anterior,open,
mbs1,snh,snh,e,meto,0.129984106,6,0.984340972,6.095448803,t,alveolar,voiceless,media,anterior,open,
mbs2,snh,snh,e,meto,0.135162369,6,0.988065762,6.072470305,t,alveolar,voiceless,media,anterior,open,
mbs3,snh,snh,e,meto,0.135942763,6,1.264170221,4.746196281,t,alveolar,voiceless,media,anterior,open,
mbs4,snh,snh,e,meto,0.100570448,6,1.060754342,5.656352051,t,alveolar,voiceless,media,anterior,open,
mbs5,snh,snh,e,meto,0.08525336,6,1.077724472,5.567285659,t,alveolar,voiceless,media,anterior,open,
fbe3,eng,eng,e,bagel,0.143215279,4,1.284566725,3.113890406,g,velar,voiced,media,anterior,open,
fbe4,eng,eng,e,bagel,0.139933913,4,0.891075327,4.488958316,g,velar,voiced,media,anterior,open,
fbe5,eng,eng,e,bagel,0.137491105,4,0.886165297,4.513830563,g,velar,voiced,media,anterior,open,
mbe1,eng,eng,e,bagel,0.139001019,4,1.395846005,2.865645627,g,velar,voiced,media,anterior,open,
mbe2,eng,eng,e,bagel,0.141011276,4,0.806684147,4.958570233,g,velar,voiced,media,anterior,open,
mbe4,eng,eng,e,bagel,0.240312774,4,1.670024613,2.39517428,g,velar,voiced,media,anterior,open,
fbe1,eng,eng,e,bagel,0.145606053,4,0.922312847,4.336923217,g,velar,voiced,media,anterior,open,
fbe2,eng,eng,e,bagel,0.134318695,4,0.883730826,4.526265106,g,velar,voiced,media,anterior,open,
mbe2,eng,eng,e,egret,0.141701233,4,0.969678547,4.12507837,g,velar,voiced,media,anterior,open,
fbe3,eng,eng,e,finagle,0.139805393,4,1.163141789,3.438961645,g,velar,voiced,media,anterior,open,
fbe5,eng,eng,e,finagle,0.13213173,4,0.956389863,4.182394813,g,velar,voiced,media,anterior,open,
mbe4,eng,eng,e,finagle,0.180540136,5,1.659462072,3.013024572,g,velar,voiced,media,anterior,open,
fbe1,eng,eng,e,finagle,0.118294503,5,2.304565346,2.16960652,g,velar,voiced,media,anterior,open,
fbe2,eng,eng,e,finagle,0.151062904,5,0.967883556,5.165910684,g,velar,voiced,media,anterior,open,
fbe2,eng,snh,e,ego,0.130080668,6,1.332364631,4.503271748,g,velar,voiced,media,anterior,open,
fbe3,eng,snh,e,ego,0.137139437,6,1.50653822,3.982640415,g,velar,voiced,media,anterior,open,
fbe4,eng,snh,e,ego,0.112510423,6,1.0289857,5.830984821,g,velar,voiced,media,anterior,open,
fbe5,eng,snh,e,ego,0.112342753,6,1.657195298,3.620575081,g,velar,voiced,media,anterior,open,
fbe1,eng,snh,e,ego,0.130270244,6,0.955439711,6.279831088,g,velar,voiced,media,anterior,open,
mbe2,eng,snh,e,ego,0.173544686,6,1.337537243,4.4858564,g,velar,voiced,media,anterior,open,
fbe2,eng,snh,e,regla,0.156395834,6,1.161295768,5.16664244,g,velar,voiced,media,anterior,open,
fbe3,eng,snh,e,regla,0.11635311,6,1.362863167,4.402496264,g,velar,voiced,media,anterior,open,
fbe4,eng,snh,e,regla,0.101852411,6,1.039817284,5.770244536,g,velar,voiced,media,anterior,open,
fbe5,eng,snh,e,regla,0.148110841,6,1.708554753,3.51173996,g,velar,voiced,media,anterior,open,
mbe4,eng,snh,e,regla,0.156155599,6,2.038404578,2.943478475,g,velar,voiced,media,anterior,open,
fbe1,eng,snh,e,regla,0.082370505,6,1.265647409,4.740656802,g,velar,voiced,media,anterior,open,
mbe2,eng,snh,e,regla,0.121690456,6,1.518132988,3.952222925,g,velar,voiced,media,anterior,open,
fbs2,snh,eng,e,bagel,0.146953063,4,0.925382096,4.322538785,g,velar,voiced,media,anterior,open,
fbs4,snh,eng,e,bagel,0.169107329,4,1.235547179,3.23743202,g,velar,voiced,media,anterior,open,
mbs1,snh,eng,e,bagel,0.171062473,4,1.190377951,3.360277293,g,velar,voiced,media,anterior,open,
mbs4,snh,eng,e,bagel,0.18492367,4,1.541565119,2.594765509,g,velar,voiced,media,anterior,open,
mbs5,snh,eng,e,bagel,0.145900812,4,1.410335505,2.836204568,g,velar,voiced,media,anterior,open,
fbs1,snh,eng,e,bagel,0.177257664,4,1.030238884,3.88259467,g,velar,voiced,media,anterior,open,
mbs3,snh,eng,e,bagel,0.2097933,4,1.794733206,2.228743518,g,velar,voiced,media,anterior,open,
fbs2,snh,eng,e,finagle,0.159031943,5,1.059457399,4.719396933,g,velar,voiced,media,anterior,open,
fbs1,snh,eng,e,finagle,0.169626259,5,1.709758258,2.924390028,g,velar,voiced,media,anterior,open,
fbs1,snh,snh,e,ego,0.145837515,6,0.95935873,6.254177726,g,velar,voiced,media,anterior,open,
fbs2,snh,snh,e,ego,0.147867424,4,0.897940742,4.45463694,g,velar,voiced,media,anterior,open,
fbs4,snh,snh,e,ego,0.090501546,6,1.127989538,5.319198273,g,velar,voiced,media,anterior,open,
mbs1,snh,snh,e,ego,0.10611228,6,0.888536794,6.752674784,g,velar,voiced,media,anterior,open,
mbs2,snh,snh,e,ego,0.202472565,6,1.010631922,5.936879558,g,velar,voiced,media,anterior,open,
mbs3,snh,snh,e,ego,0.177014924,6,1.328645205,4.515878263,g,velar,voiced,media,anterior,open,
mbs4,snh,snh,e,ego,0.10802702,6,1.087496048,5.517261427,g,velar,voiced,media,anterior,open,
mbs5,snh,snh,e,ego,0.104676357,6,1.02597585,5.848090868,g,velar,voiced,media,anterior,open,
fbs1,snh,snh,e,regla,0.116565132,6,0.92329271,6.498480856,g,velar,voiced,media,anterior,open,
fbs2,snh,snh,e,regla,0.115296242,6,0.984441131,6.094828641,g,velar,voiced,media,anterior,open,
fbs4,snh,snh,e,regla,0.128820769,6,1.187807231,5.051324696,g,velar,voiced,media,anterior,open,
mbs1,snh,snh,e,regla,0.125488309,6,1.027546955,5.839149218,g,velar,voiced,media,anterior,open,
mbs2,snh,snh,e,regla,0.117434323,6,0.981618802,6.112352362,g,velar,voiced,media,anterior,open,
mbs3,snh,snh,e,regla,0.104374562,6,1.383909477,4.335543691,g,velar,voiced,media,anterior,open,
mbs4,snh,snh,e,regla,0.144987946,6,1.15880735,5.177737267,g,velar,voiced,media,anterior,open,
mbs5,snh,snh,e,regla,0.096230286,6,0.983227035,6.102354583,g,velar,voiced,media,anterior,open,
fbe3,eng,eng,e,baker,0.093385014,4,1.188703298,3.365011274,k,velar,voiceless,media,anterior,open,
fbe4,eng,eng,e,baker,0.108276563,4,0.882367694,4.533257537,k,velar,voiceless,media,anterior,open,
fbe5,eng,eng,e,baker,0.09924494,4,0.914584116,4.373572569,k,velar,voiceless,media,anterior,open,
mbe1,eng,eng,e,baker,0.107143372,4,0.832775887,4.803213042,k,velar,voiceless,media,anterior,open,
mbe2,eng,eng,e,baker,0.117349161,4,1.055319652,3.790320775,k,velar,voiceless,media,anterior,open,
mbe4,eng,eng,e,baker,0.115618418,4,1.514771063,2.640663066,k,velar,voiceless,media,anterior,open,
fbe1,eng,eng,e,baker,0.100932689,4,1.116790727,3.58169163,k,velar,voiceless,media,anterior,open,
fbe2,eng,eng,e,baker,0.122878921,4,0.936068434,4.273191849,k,velar,voiceless,media,anterior,open,
fbe2,eng,snh,e,eco,0.07365359,6,1.115238953,5.380012941,k,velar,voiceless,media,anterior,open,
fbe3,eng,snh,e,eco,0.119427689,6,1.288973069,4.654868393,k,velar,voiceless,media,anterior,open,
fbe4,eng,snh,e,eco,0.067033202,6,1.10841649,5.413127697,k,velar,voiceless,media,anterior,open,
fbe5,eng,snh,e,eco,0.072487053,6,1.140178031,5.262336089,k,velar,voiceless,media,anterior,open,
mbe4,eng,snh,e,eco,0.102799187,6,1.740660089,3.446968214,k,velar,voiceless,media,anterior,open,
fbe1,eng,snh,e,eco,0.109383468,6,0.929706242,6.453651413,k,velar,voiceless,media,anterior,open,
mbe1,eng,snh,e,eco,0.036123301,6,1.06349175,5.641792709,k,velar,voiceless,media,anterior,open,
mbe2,eng,snh,e,eco,0.111430588,6,1.597143627,3.756706597,k,velar,voiceless,media,anterior,open,
fbs2,snh,eng,e,baker,0.116637842,4,0.830740734,4.814979977,k,velar,voiceless,media,anterior,open,
fbs4,snh,eng,e,baker,0.133069615,4,1.316125998,3.039222693,k,velar,voiceless,media,anterior,open,
mbs1,snh,eng,e,baker,0.161983406,4,1.079098306,3.706798518,k,velar,voiceless,media,anterior,open,
mbs2,snh,eng,e,baker,0.163796551,4,1.051668198,3.803480992,k,velar,voiceless,media,anterior,open,
mbs4,snh,eng,e,baker,0.151753102,4,1.479510195,2.703597457,k,velar,voiceless,media,anterior,open,
mbs5,snh,eng,e,baker,0.114764014,4,1.597016815,2.504669934,k,velar,voiceless,media,anterior,open,
fbs1,snh,eng,e,baker,0.117958591,4,1.085038727,3.686504362,k,velar,voiceless,media,anterior,open,
mbs3,snh,eng,e,baker,0.173311996,3,1.463360589,2.05007571,k,velar,voiceless,media,anterior,open,
fbs1,snh,snh,e,eco,0.133694924,6,1.17575577,5.103100621,k,velar,voiceless,media,anterior,open,
fbs2,snh,snh,e,eco,0.085652498,6,0.890431683,6.738304706,k,velar,voiceless,media,anterior,open,
fbs4,snh,snh,e,eco,0.096195225,6,1.192080065,5.033218971,k,velar,voiceless,media,anterior,open,
mbs1,snh,snh,e,eco,0.11499307,6,1.07160561,5.599074831,k,velar,voiceless,media,anterior,open,
mbs2,snh,snh,e,eco,0.122673709,6,0.917145021,6.54204064,k,velar,voiceless,media,anterior,open,
mbs3,snh,snh,e,eco,0.10387271,6,1.082258659,5.543961187,k,velar,voiceless,media,anterior,open,
mbs4,snh,snh,e,eco,0.093615857,5,1.363827311,3.666153301,k,velar,voiceless,media,anterior,open,
mbs5,snh,snh,e,eco,0.080088721,6,0.89322924,6.717200618,k,velar,voiceless,media,anterior,open,
fbe3,eng,eng,i,cedar,0.132946287,4,1.245530999,3.211481691,d,alveolar,voiced,alta,anterior,open,
fbe4,eng,eng,i,cedar,0.129493854,4,0.970966124,4.119608195,d,alveolar,voiced,alta,anterior,open,
fbe5,eng,eng,i,cedar,0.130166728,4,1.029958392,3.883652029,d,alveolar,voiced,alta,anterior,open,
mbe1,eng,eng,i,cedar,0.107319356,4,0.951068265,4.205796941,d,alveolar,voiced,alta,anterior,open,
mbe2,eng,eng,i,cedar,0.115539439,4,1.000067333,3.999730685,d,alveolar,voiced,alta,anterior,open,
mbe4,eng,eng,i,cedar,0.155758287,4,1.820666959,2.196997084,d,alveolar,voiced,alta,anterior,open,
fbe1,eng,eng,i,cedar,0.070482285,4,0.739797112,5.406887827,d,alveolar,voiced,alta,anterior,open,
fbe2,eng,eng,i,cedar,0.112208484,4,1.071753986,3.732199789,d,alveolar,voiced,alta,anterior,open,
fbe2,eng,snh,i,mido,0.122067439,6,1.243540511,4.824933284,d,alveolar,voiced,alta,anterior,open,
fbe3,eng,snh,i,mido,0.127618499,6,1.428543196,4.200083004,d,alveolar,voiced,alta,anterior,open,
fbe4,eng,snh,i,mido,0.099347836,6,1.07592205,5.576612169,d,alveolar,voiced,alta,anterior,open,
fbe5,eng,snh,i,mido,0.088130154,6,1.126481928,5.326317139,d,alveolar,voiced,alta,anterior,open,
mbe4,eng,snh,i,mido,0.146736686,6,2.124292412,2.824469911,d,alveolar,voiced,alta,anterior,open,
fbe1,eng,snh,i,mido,0.105925316,6,0.963711916,6.225926959,d,alveolar,voiced,alta,anterior,open,
mbe1,eng,snh,i,mido,0.076868986,6,0.959760563,6.251559221,d,alveolar,voiced,alta,anterior,open,
mbe2,eng,snh,i,mido,0.108858271,6,1.377042562,4.357163799,d,alveolar,voiced,alta,anterior,open,
fbs4,snh,eng,i,cedar,0.115859012,4,1.316126649,3.039221189,d,alveolar,voiced,alta,anterior,open,
mbs1,snh,eng,i,cedar,0.110758179,4,1.572435751,2.543824126,d,alveolar,voiced,alta,anterior,open,
mbs4,snh,eng,i,cedar,0.126114219,4,1.639546392,2.439699188,d,alveolar,voiced,alta,anterior,open,
fbs1,snh,eng,i,cedar,0.112761285,4,0.953519078,4.194986857,d,alveolar,voiced,alta,anterior,open,
mbs3,snh,eng,i,cedar,0.122993511,4,1.405309963,2.846347144,d,alveolar,voiced,alta,anterior,open,
fbs1,snh,snh,i,mido,0.099513458,6,0.880013364,6.818078276,d,alveolar,voiced,alta,anterior,open,
fbs2,snh,snh,i,mido,0.113494734,6,1.011047508,5.934439233,d,alveolar,voiced,alta,anterior,open,
fbs4,snh,snh,i,mido,0.136166881,6,1.127989601,5.319197975,d,alveolar,voiced,alta,anterior,open,
mbs1,snh,snh,i,mido,0.092228877,6,0.839695592,7.145446582,d,alveolar,voiced,alta,anterior,open,
mbs3,snh,snh,i,mido,0.116890852,6,1.344763951,4.461749586,d,alveolar,voiced,alta,anterior,open,
mbs4,snh,snh,i,mido,0.124017365,6,1.198919912,5.004504422,d,alveolar,voiced,alta,anterior,open,
mbs5,snh,snh,i,mido,0.116283282,6,1.02597585,5.848090868,d,alveolar,voiced,alta,anterior,open,
fbe3,eng,eng,i,retake,0.106809121,4,1.36669167,2.926775723,t,alveolar,voiceless,alta,anterior,open,
mbe4,eng,eng,i,retake,0.079579777,4,1.732162315,2.309252409,t,alveolar,voiceless,alta,anterior,open,
fbe2,eng,eng,i,retake,0.094654453,4,1.052868453,3.799145077,t,alveolar,voiceless,alta,anterior,open,
fbe3,eng,eng,i,seater,0.120100183,4,1.21160603,3.301403179,t,alveolar,voiceless,alta,anterior,open,
fbe4,eng,eng,i,seater,0.10941203,4,1.006817134,3.9729161,t,alveolar,voiceless,alta,anterior,open,
fbe5,eng,eng,i,seater,0.098807506,4,1.287447892,3.106921861,t,alveolar,voiceless,alta,anterior,open,
mbe1,eng,eng,i,seater,0.090823401,4,0.887095782,4.509095952,t,alveolar,voiceless,alta,anterior,open,
mbe2,eng,eng,i,seater,0.12512531,4,0.989016865,4.044420413,t,alveolar,voiceless,alta,anterior,open,
mbe4,eng,eng,i,seater,0.191251083,4,2.342212182,1.707787207,t,alveolar,voiceless,alta,anterior,open,
fbe1,eng,eng,i,seater,0.076687802,4,0.936914106,4.269334803,t,alveolar,voiceless,alta,anterior,open,
fbe2,eng,eng,i,seater,0.098890989,4,1.010376004,3.958922206,t,alveolar,voiceless,alta,anterior,open,
fbe2,eng,snh,i,mito,0.081797978,6,1.490274997,4.026102573,t,alveolar,voiceless,alta,anterior,open,
fbe3,eng,snh,i,mito,0.107009323,6,1.543483653,3.887310363,t,alveolar,voiceless,alta,anterior,open,
fbe4,eng,snh,i,mito,0.085954569,6,1.184236474,5.06655565,t,alveolar,voiceless,alta,anterior,open,
fbe5,eng,snh,i,mito,0.060601078,6,1.092242541,5.493285397,t,alveolar,voiceless,alta,anterior,open,
mbe4,eng,snh,i,mito,0.083491726,6,1.883806478,3.185040538,t,alveolar,voiceless,alta,anterior,open,
fbe1,eng,snh,i,mito,0.060793417,6,0.825797897,7.265700266,t,alveolar,voiceless,alta,anterior,open,
mbe1,eng,snh,i,mito,0.051194013,6,1.011320413,5.932837824,t,alveolar,voiceless,alta,anterior,open,
mbe2,eng,snh,i,mito,0.099082388,6,1.743877671,3.440608307,t,alveolar,voiceless,alta,anterior,open,
fbs4,snh,eng,i,retake,0.107389368,4,1.074389101,3.723045957,t,alveolar,voiceless,alta,anterior,open,
mbs4,snh,eng,i,retake,0.110048763,4,1.309677621,3.054186721,t,alveolar,voiceless,alta,anterior,open,
fbs2,snh,eng,i,seater,0.112264014,4,0.974728003,4.10370892,t,alveolar,voiceless,alta,anterior,open,
fbs4,snh,eng,i,seater,0.090522161,4,1.186864072,3.37022587,t,alveolar,voiceless,alta,anterior,open,
mbs1,snh,eng,i,seater,0.139367856,4,1.33878053,2.987793676,t,alveolar,voiceless,alta,anterior,open,
mbs2,snh,eng,i,seater,0.164401933,4,1.318385449,3.034014069,t,alveolar,voiceless,alta,anterior,open,
mbs4,snh,eng,i,seater,0.141948742,4,1.433786394,2.789815845,t,alveolar,voiceless,alta,anterior,open,
mbs5,snh,eng,i,seater,0.072938911,4,1.575609342,2.538700357,t,alveolar,voiceless,alta,anterior,open,
fbs1,snh,eng,i,seater,0.140203729,4,1.090518889,3.667978648,t,alveolar,voiceless,alta,anterior,open,
mbs3,snh,eng,i,seater,0.122162885,4,1.806827095,2.213825556,t,alveolar,voiceless,alta,anterior,open,
fbs1,snh,snh,i,mito,0.1325851,6,1.053130869,5.697297626,t,alveolar,voiceless,alta,anterior,open,
fbs2,snh,snh,i,mito,0.068961565,6,0.915264421,6.555482615,t,alveolar,voiceless,alta,anterior,open,
fbs4,snh,snh,i,mito,0.077925612,6,1.34162416,4.472191378,t,alveolar,voiceless,alta,anterior,open,
mbs1,snh,snh,i,mito,0.095969635,6,1.001794143,5.989254419,t,alveolar,voiceless,alta,anterior,open,
mbs2,snh,snh,i,mito,0.101512944,6,0.960664979,6.245673709,t,alveolar,voiceless,alta,anterior,open,
mbs3,snh,snh,i,mito,0.108631752,6,0.960216725,6.248589348,t,alveolar,voiceless,alta,anterior,open,
mbs4,snh,snh,i,mito,0.08862301,5,1.457423288,3.430712299,t,alveolar,voiceless,alta,anterior,open,
mbs5,snh,snh,i,mito,0.085927921,6,0.985477096,6.088421565,t,alveolar,voiceless,alta,anterior,open,
fbe3,eng,eng,i,egret,0.156022032,4,1.235838131,3.236669837,g,velar,voiced,alta,anterior,open,
fbe4,eng,eng,i,egret,0.136819095,4,0.932127435,4.291258737,g,velar,voiced,alta,anterior,open,
fbe5,eng,eng,i,egret,0.119578993,4,1.146999031,3.487361272,g,velar,voiced,alta,anterior,open,
fbe1,eng,eng,i,egret,0.125998846,4,2.248593854,1.778889501,g,velar,voiced,alta,anterior,open,
fbe2,eng,eng,i,egret,0.1298541,4,0.982047705,4.073121885,g,velar,voiced,alta,anterior,open,
fbe3,eng,eng,i,seagrass,0.153294356,4,1.589627217,2.516313232,g,velar,voiced,alta,anterior,open,
fbe4,eng,eng,i,seagrass,0.137409419,4,1.248405752,3.204086487,g,velar,voiced,alta,anterior,open,
fbe5,eng,eng,i,seagrass,0.092084067,4,1.187127422,3.369478226,g,velar,voiced,alta,anterior,open,
mbe1,eng,eng,i,seagrass,0.109952205,4,1.130872358,3.53709238,g,velar,voiced,alta,anterior,open,
mbe2,eng,eng,i,seagrass,0.11726433,4,1.12991033,3.540103932,g,velar,voiced,alta,anterior,open,
mbe4,eng,eng,i,seagrass,0.135483402,4,1.580440069,2.53094064,g,velar,voiced,alta,anterior,open,
fbe1,eng,eng,i,seagrass,0.102309929,4,1.340882266,2.983110525,g,velar,voiced,alta,anterior,open,
fbe2,eng,eng,i,seagrass,0.11438591,4,1.199231366,3.335469797,g,velar,voiced,alta,anterior,open,
fbe2,eng,snh,i,migro,0.092460429,6,1.259989459,4.761944599,g,velar,voiced,alta,anterior,open,
fbe3,eng,snh,i,migro,0.079887664,6,1.756943755,3.415021104,g,velar,voiced,alta,anterior,open,
fbe4,eng,snh,i,migro,0.084704091,6,1.104805798,5.430818711,g,velar,voiced,alta,anterior,open,
fbe5,eng,snh,i,migro,0.071594153,6,1.150449629,5.215352197,g,velar,voiced,alta,anterior,open,
mbe4,eng,snh,i,migro,0.123538742,6,2.273164656,2.639492033,g,velar,voiced,alta,anterior,open,
fbe1,eng,snh,i,migro,0.072635707,6,0.9388953,6.390488905,g,velar,voiced,alta,anterior,open,
mbe1,eng,snh,i,migro,0.086869372,6,0.959760563,6.251559221,g,velar,voiced,alta,anterior,open,
mbe2,eng,snh,i,migro,0.093631892,6,1.461696818,4.104818405,g,velar,voiced,alta,anterior,open,
fbs2,snh,eng,i,egret,0.115083729,4,1.059457399,3.775517547,g,velar,voiced,alta,anterior,open,
mbs2,snh,eng,i,egret,0.150252169,4,0.948744669,4.216097472,g,velar,voiced,alta,anterior,open,
mbs4,snh,eng,i,egret,0.151340392,4,1.146375756,3.489257322,g,velar,voiced,alta,anterior,open,
fbs1,snh,eng,i,egret,0.152646544,4,1.956358007,2.044615549,g,velar,voiced,alta,anterior,open,
mbs3,snh,eng,i,egret,0.13370466,4,1.903578212,2.101305833,g,velar,voiced,alta,anterior,open,
fbs2,snh,eng,i,seagrass,0.096809213,4,0.950283528,4.209270059,g,velar,voiced,alta,anterior,open,
fbs4,snh,eng,i,seagrass,0.110682512,4,1.406778557,2.843375725,g,velar,voiced,alta,anterior,open,
mbs1,snh,eng,i,seagrass,0.153543063,4,1.727153438,2.315949418,g,velar,voiced,alta,anterior,open,
mbs2,snh,eng,i,seagrass,0.109228033,4,1.404634964,2.847714959,g,velar,voiced,alta,anterior,open,
mbs4,snh,eng,i,seagrass,0.119598298,4,1.584024389,2.525213644,g,velar,voiced,alta,anterior,open,
mbs5,snh,eng,i,seagrass,0.094166809,4,1.291338924,3.097560157,g,velar,voiced,alta,anterior,open,
fbs1,snh,eng,i,seagrass,0.097593613,4,1.17203387,3.412870654,g,velar,voiced,alta,anterior,open,
mbs3,snh,eng,i,seagrass,0.081928324,4,1.494573585,2.676348652,g,velar,voiced,alta,anterior,open,
fbs1,snh,snh,i,migro,0.132397298,6,0.937719158,6.398504231,g,velar,voiced,alta,anterior,open,
fbs2,snh,snh,i,migro,0.114116252,6,0.989762298,6.062061582,g,velar,voiced,alta,anterior,open,
fbs4,snh,snh,i,migro,0.083190224,6,1.226261422,4.892920786,g,velar,voiced,alta,anterior,open,
mbs1,snh,snh,i,migro,0.100388987,6,0.89041546,6.738427473,g,velar,voiced,alta,anterior,open,
mbs3,snh,snh,i,migro,0.101847936,6,1.243446119,4.825299552,g,velar,voiced,alta,anterior,open,
mbs4,snh,snh,i,migro,0.134992777,5,1.421767375,3.516749708,g,velar,voiced,alta,anterior,open,
mbs5,snh,snh,i,migro,0.09100048,6,1.019226009,5.886819946,g,velar,voiced,alta,anterior,open,
fbe3,eng,eng,i,reeking,0.117220123,4,1.390015977,2.877664766,k,velar,voiceless,alta,anterior,open,
fbe4,eng,eng,i,reeking,0.096216881,4,0.957833413,4.176091525,k,velar,voiceless,alta,anterior,open,
fbe5,eng,eng,i,reeking,0.109933595,4,1.068264306,3.744391699,k,velar,voiceless,alta,anterior,open,
mbe1,eng,eng,i,reeking,0.081122763,4,0.932141191,4.291195408,k,velar,voiceless,alta,anterior,open,
